fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-02515,vandalism,marketplace,GJ,early_morning,blunt_object,none,commercial_establishment,36-45,0,3,0,0,accomplice_involved|multiple_offenders|use_of_disguise|escape_vehicle_used,At least one accomplice was involved in the act. multiple offenders participated. suspect used a disguise to conceal identity. suspect escaped using a vehicle.,3,1
FIR-02516,vehicle_theft,rural_area,KA,afternoon,knife,unlocked_door,vehicle,60+,1,0,1,0,physical_restraint|insider_help|evidence_concealment|use_of_disguise,Victim was physically restrained. insider assistance may have been involved. suspect attempted to conceal evidence. suspect used a disguise to conceal identity.,4,1
FIR-02517,robbery,commercial_zone,TS,midnight,knife,social_engineering,individual,60+,0,0,0,0,accomplice_involved|use_of_disguise|opportunistic|local_knowledge,At least one accomplice was involved in the act. suspect used a disguise to conceal identity. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area.,9,1
FIR-02518,burglary,industrial_area,HR,morning,none,window_break,commercial_establishment,46-60,1,1,1,0,lone_wolf|use_of_disguise|physical_restraint,Single offender acted alone. suspect used a disguise to conceal identity. victim was physically restrained.,6,1
FIR-02519,robbery,public_transport,MH,night,blunt_object,none,individual,60+,0,0,0,0,escape_vehicle_used|accomplice_involved|insider_help,Suspect escaped using a vehicle. at least one accomplice was involved in the act. insider assistance may have been involved.,8,1
FIR-02520,assault,bank_premises,TS,night,knife,none,individual,18-25,0,0,1,0,local_knowledge|lone_wolf|opportunistic|planned_operation,Suspect demonstrated knowledge of the local area. single offender acted alone. crime appears to be opportunistic in nature. evidence of pre-planned operation.,7,1
FIR-02521,vandalism,marketplace,PB,midnight,improvised_tool,lock_picking,government_property,36-45,1,1,1,0,opportunistic|evidence_concealment|planned_operation|repeat_target|use_of_technology,Crime appears to be opportunistic in nature. suspect attempted to conceal evidence. evidence of pre-planned operation. location or victim was targeted previously. digital tools or devices were used.,3,1
FIR-02522,kidnapping,commercial_zone,RJ,afternoon,knife,tunneling,vehicle,46-60,0,1,1,0,local_knowledge|insider_help,Suspect demonstrated knowledge of the local area. insider assistance may have been involved.,10,0
FIR-02523,fraud,highway,WB,afternoon,none,social_engineering,vehicle,46-60,1,4,1,1,multiple_offenders|repeat_target|planned_operation,Multiple offenders participated. location or victim was targeted previously. evidence of pre-planned operation.,7,0
FIR-02524,burglary,public_transport,KL,night,blunt_object,lock_picking,digital_asset,46-60,0,0,1,0,escape_vehicle_used|prior_surveillance|evidence_concealment,Suspect escaped using a vehicle. suspect conducted prior surveillance of the target. suspect attempted to conceal evidence.,6,1
FIR-02525,fraud,bank_premises,UP,morning,none,social_engineering,individual,juvenile,0,3,1,1,use_of_technology|escape_vehicle_used|multiple_offenders|planned_operation,Digital tools or devices were used. suspect escaped using a vehicle. multiple offenders participated. evidence of pre-planned operation.,6,0
FIR-02526,vehicle_theft,commercial_zone,TS,early_morning,improvised_tool,unlocked_door,vehicle,26-35,1,4,1,0,use_of_technology|opportunistic|local_knowledge|multiple_offenders,Digital tools or devices were used. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area. multiple offenders participated.,3,1
FIR-02527,vehicle_theft,public_transport,BR,morning,none,unlocked_door,vehicle,26-35,0,1,0,0,repeat_target|use_of_disguise|use_of_technology|escape_vehicle_used,Location or victim was targeted previously. suspect used a disguise to conceal identity. digital tools or devices were used. suspect escaped using a vehicle.,5,1
FIR-02528,assault,public_transport,DL,night,knife,none,individual,juvenile,1,0,0,0,insider_help|night_operation|planned_operation|prior_surveillance|physical_restraint,Insider assistance may have been involved. crime was executed during nighttime hours. evidence of pre-planned operation. suspect conducted prior surveillance of the target. victim was physically restrained.,7,1
FIR-02529,fraud,parking_lot,WB,afternoon,none,impersonation,individual,60+,0,2,0,1,accomplice_involved|prior_surveillance|multiple_offenders|escape_vehicle_used,At least one accomplice was involved in the act. suspect conducted prior surveillance of the target. multiple offenders participated. suspect escaped using a vehicle.,7,1
FIR-02530,cybercrime,residential_area,MP,afternoon,none,cyber_access,commercial_establishment,60+,0,1,1,1,opportunistic|use_of_technology,Crime appears to be opportunistic in nature. digital tools or devices were used.,5,0
FIR-02531,vandalism,commercial_zone,BR,midnight,blunt_object,none,government_property,26-35,1,1,0,0,planned_operation|insider_help,Evidence of pre-planned operation. insider assistance may have been involved.,3,1
FIR-02532,murder,parking_lot,DL,night,rope,forced_entry,individual,26-35,1,1,1,0,night_operation|use_of_disguise|multiple_offenders|use_of_technology,Crime was executed during nighttime hours. suspect used a disguise to conceal identity. multiple offenders participated. digital tools or devices were used.,10,1
FIR-02533,vandalism,residential_area,RJ,midnight,blunt_object,none,commercial_establishment,60+,0,1,1,0,repeat_target|planned_operation|physical_restraint,Location or victim was targeted previously. evidence of pre-planned operation. victim was physically restrained.,2,0
FIR-02534,vandalism,highway,MH,midnight,none,none,public_space,juvenile,1,4,1,0,escape_vehicle_used|multiple_offenders|accomplice_involved,Suspect escaped using a vehicle. multiple offenders participated. at least one accomplice was involved in the act.,2,1
FIR-02535,fraud,parking_lot,BR,midnight,none,roof_access,commercial_establishment,26-35,1,2,0,1,multiple_offenders|night_operation|lone_wolf|insider_help,Multiple offenders participated. crime was executed during nighttime hours. single offender acted alone. insider assistance may have been involved.,8,1
FIR-02536,vehicle_theft,commercial_zone,KL,midnight,firearm,unlocked_door,vehicle,juvenile,1,0,0,0,psychological_manipulation|lone_wolf|evidence_concealment|use_of_disguise|night_operation,Victim was manipulated psychologically. single offender acted alone. suspect attempted to conceal evidence. suspect used a disguise to conceal identity. crime was executed during nighttime hours.,4,1
FIR-02537,cybercrime,marketplace,RJ,afternoon,firearm,cyber_access,individual,46-60,1,1,0,1,accomplice_involved|multiple_offenders|use_of_technology|escape_vehicle_used|evidence_concealment,At least one accomplice was involved in the act. multiple offenders participated. digital tools or devices were used. suspect escaped using a vehicle. suspect attempted to conceal evidence.,4,1
FIR-02538,drug_offense,rural_area,AP,morning,knife,window_break,individual,juvenile,0,3,0,0,multiple_offenders|lone_wolf,Multiple offenders participated. single offender acted alone.,5,1
FIR-02539,burglary,bank_premises,UP,morning,none,lock_picking,household,26-35,1,0,0,0,evidence_concealment|prior_surveillance,Suspect attempted to conceal evidence. suspect conducted prior surveillance of the target.,7,1
FIR-02540,vehicle_theft,parking_lot,GJ,early_morning,none,unlocked_door,public_space,18-25,0,0,0,0,evidence_concealment|night_operation,Suspect attempted to conceal evidence. crime was executed during nighttime hours.,4,1
FIR-02541,kidnapping,parking_lot,MP,morning,none,social_engineering,public_space,36-45,1,0,0,0,local_knowledge|use_of_disguise|accomplice_involved|multiple_offenders,Suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. at least one accomplice was involved in the act. multiple offenders participated.,9,1
FIR-02542,kidnapping,highway,KL,evening,chemical,none,individual,26-35,0,0,1,0,planned_operation|evidence_concealment|use_of_disguise|physical_restraint,Evidence of pre-planned operation. suspect attempted to conceal evidence. suspect used a disguise to conceal identity. victim was physically restrained.,10,1
FIR-02543,burglary,residential_area,UP,night,blunt_object,lock_picking,commercial_establishment,46-60,0,1,1,0,physical_restraint|use_of_technology,Victim was physically restrained. digital tools or devices were used.,7,0
FIR-02544,cybercrime,residential_area,WB,evening,none,cyber_access,digital_asset,26-35,1,0,1,1,repeat_target|psychological_manipulation|accomplice_involved|insider_help,Location or victim was targeted previously. victim was manipulated psychologically. at least one accomplice was involved in the act. insider assistance may have been involved.,5,0
FIR-02545,vandalism,highway,HR,midnight,improvised_tool,tunneling,public_space,60+,1,0,1,0,use_of_disguise|local_knowledge|repeat_target|escape_vehicle_used,Suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. location or victim was targeted previously. suspect escaped using a vehicle.,3,1
FIR-02546,cybercrime,marketplace,KA,morning,none,roof_access,digital_asset,46-60,1,1,1,1,night_operation|evidence_concealment|local_knowledge,Crime was executed during nighttime hours. suspect attempted to conceal evidence. suspect demonstrated knowledge of the local area.,6,1
FIR-02547,cybercrime,commercial_zone,KA,evening,none,cyber_access,public_space,26-35,0,0,0,1,use_of_technology|accomplice_involved|use_of_disguise,Digital tools or devices were used. at least one accomplice was involved in the act. suspect used a disguise to conceal identity.,4,0
FIR-02548,cybercrime,marketplace,BR,morning,none,cyber_access,individual,26-35,1,3,0,1,escape_vehicle_used|night_operation|multiple_offenders|insider_help|prior_surveillance,Suspect escaped using a vehicle. crime was executed during nighttime hours. multiple offenders participated. insider assistance may have been involved. suspect conducted prior surveillance of the target.,4,0
FIR-02549,assault,industrial_area,MH,afternoon,none,none,individual,juvenile,0,0,1,0,lone_wolf|opportunistic|evidence_concealment,Single offender acted alone. crime appears to be opportunistic in nature. suspect attempted to conceal evidence.,7,0
FIR-02550,vehicle_theft,bank_premises,GJ,night,vehicle,unlocked_door,individual,46-60,0,1,0,0,night_operation|lone_wolf,Crime was executed during nighttime hours. single offender acted alone.,5,1
FIR-02551,drug_offense,public_transport,BR,early_morning,none,none,individual,60+,0,1,0,0,psychological_manipulation|night_operation|local_knowledge|repeat_target,Victim was manipulated psychologically. crime was executed during nighttime hours. suspect demonstrated knowledge of the local area. location or victim was targeted previously.,5,1
FIR-02552,vandalism,residential_area,AP,night,blunt_object,none,government_property,juvenile,0,0,0,0,insider_help|accomplice_involved|planned_operation|night_operation|local_knowledge,Insider assistance may have been involved. at least one accomplice was involved in the act. evidence of pre-planned operation. crime was executed during nighttime hours. suspect demonstrated knowledge of the local area.,4,1
FIR-02553,drug_offense,marketplace,BR,early_morning,knife,none,individual,juvenile,1,1,0,0,escape_vehicle_used|insider_help|physical_restraint,Suspect escaped using a vehicle. insider assistance may have been involved. victim was physically restrained.,6,1
FIR-02554,burglary,educational_institution,TS,night,blunt_object,window_break,household,26-35,0,0,1,0,accomplice_involved|insider_help|planned_operation,At least one accomplice was involved in the act. insider assistance may have been involved. evidence of pre-planned operation.,7,0
FIR-02555,assault,commercial_zone,RJ,night,none,none,individual,36-45,1,1,1,0,night_operation|lone_wolf,Crime was executed during nighttime hours. single offender acted alone.,5,1
FIR-02556,cybercrime,industrial_area,PB,morning,none,cyber_access,financial_institution,26-35,0,1,1,1,prior_surveillance|evidence_concealment,Suspect conducted prior surveillance of the target. suspect attempted to conceal evidence.,5,1
FIR-02557,murder,commercial_zone,KL,morning,none,forced_entry,individual,60+,0,0,0,0,use_of_disguise|multiple_offenders|planned_operation|night_operation,Suspect used a disguise to conceal identity. multiple offenders participated. evidence of pre-planned operation. crime was executed during nighttime hours.,9,0
FIR-02558,vandalism,commercial_zone,UP,night,improvised_tool,none,vehicle,juvenile,0,0,1,0,planned_operation|local_knowledge,Evidence of pre-planned operation. suspect demonstrated knowledge of the local area.,2,0
FIR-02559,assault,rural_area,PB,evening,chemical,none,individual,18-25,0,2,1,0,psychological_manipulation|repeat_target|multiple_offenders,Victim was manipulated psychologically. location or victim was targeted previously. multiple offenders participated.,6,0
FIR-02560,murder,public_transport,GJ,night,firearm,none,individual,36-45,1,3,1,0,opportunistic|multiple_offenders|night_operation|insider_help,Crime appears to be opportunistic in nature. multiple offenders participated. crime was executed during nighttime hours. insider assistance may have been involved.,10,1
FIR-02561,murder,marketplace,TS,midnight,blunt_object,social_engineering,individual,26-35,1,0,0,0,use_of_technology|local_knowledge,Digital tools or devices were used. suspect demonstrated knowledge of the local area.,10,0
FIR-02562,cybercrime,rural_area,AP,morning,none,cyber_access,digital_asset,26-35,1,1,0,1,local_knowledge|repeat_target,Suspect demonstrated knowledge of the local area. location or victim was targeted previously.,4,1
FIR-02563,vehicle_theft,highway,TN,early_morning,improvised_tool,lock_picking,vehicle,26-35,0,2,1,0,opportunistic|lone_wolf|accomplice_involved|multiple_offenders,Crime appears to be opportunistic in nature. single offender acted alone. at least one accomplice was involved in the act. multiple offenders participated.,5,0
FIR-02564,assault,bank_premises,PB,evening,none,none,individual,36-45,0,0,1,0,psychological_manipulation|use_of_technology|escape_vehicle_used,Victim was manipulated psychologically. digital tools or devices were used. suspect escaped using a vehicle.,6,0
FIR-02565,cybercrime,marketplace,UP,evening,improvised_tool,cyber_access,individual,26-35,1,1,0,1,opportunistic|psychological_manipulation|physical_restraint|lone_wolf,Crime appears to be opportunistic in nature. victim was manipulated psychologically. victim was physically restrained. single offender acted alone.,6,0
FIR-02566,kidnapping,rural_area,HR,afternoon,knife,social_engineering,infrastructure,juvenile,0,0,0,0,multiple_offenders|lone_wolf|local_knowledge|insider_help|use_of_disguise,Multiple offenders participated. single offender acted alone. suspect demonstrated knowledge of the local area. insider assistance may have been involved. suspect used a disguise to conceal identity.,8,0
FIR-02567,fraud,parking_lot,TS,afternoon,none,unlocked_door,individual,18-25,0,0,1,1,physical_restraint|planned_operation|insider_help,Victim was physically restrained. evidence of pre-planned operation. insider assistance may have been involved.,8,1
FIR-02568,fraud,rural_area,TS,afternoon,blunt_object,forced_entry,multiple,46-60,1,1,0,1,use_of_disguise|local_knowledge|lone_wolf|use_of_technology,Suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. single offender acted alone. digital tools or devices were used.,7,0
FIR-02569,fraud,commercial_zone,KA,morning,none,social_engineering,individual,26-35,0,1,0,1,night_operation|physical_restraint|insider_help|use_of_disguise,Crime was executed during nighttime hours. victim was physically restrained. insider assistance may have been involved. suspect used a disguise to conceal identity.,8,0
FIR-02570,burglary,residential_area,DL,midnight,none,forced_entry,commercial_establishment,juvenile,0,0,1,0,accomplice_involved|local_knowledge|night_operation,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours.,6,0
FIR-02571,robbery,marketplace,TS,midnight,firearm,roof_access,individual,18-25,1,0,0,0,repeat_target|insider_help|opportunistic|physical_restraint|use_of_disguise,Location or victim was targeted previously. insider assistance may have been involved. crime appears to be opportunistic in nature. victim was physically restrained. suspect used a disguise to conceal identity.,8,1
FIR-02572,burglary,parking_lot,WB,midnight,improvised_tool,window_break,household,60+,1,1,0,0,repeat_target|opportunistic|psychological_manipulation,Location or victim was targeted previously. crime appears to be opportunistic in nature. victim was manipulated psychologically.,6,1
FIR-02573,drug_offense,residential_area,DL,night,improvised_tool,none,public_space,juvenile,1,1,0,0,repeat_target|use_of_disguise|escape_vehicle_used,Location or victim was targeted previously. suspect used a disguise to conceal identity. suspect escaped using a vehicle.,6,1
FIR-02574,vandalism,commercial_zone,RJ,night,blunt_object,forced_entry,infrastructure,60+,0,1,0,0,night_operation|prior_surveillance|local_knowledge|planned_operation,Crime was executed during nighttime hours. suspect conducted prior surveillance of the target. suspect demonstrated knowledge of the local area. evidence of pre-planned operation.,3,0
FIR-02575,burglary,bank_premises,KL,early_morning,blunt_object,lock_picking,household,18-25,1,1,1,0,local_knowledge|repeat_target,Suspect demonstrated knowledge of the local area. location or victim was targeted previously.,7,0
FIR-02576,robbery,educational_institution,RJ,night,knife,social_engineering,government_property,46-60,1,0,0,0,opportunistic|escape_vehicle_used,Crime appears to be opportunistic in nature. suspect escaped using a vehicle.,9,1
FIR-02577,drug_offense,rural_area,PB,night,none,window_break,public_space,46-60,0,0,1,0,opportunistic|repeat_target,Crime appears to be opportunistic in nature. location or victim was targeted previously.,5,1
FIR-02578,vehicle_theft,marketplace,PB,midnight,improvised_tool,lock_picking,vehicle,juvenile,0,0,0,0,repeat_target|prior_surveillance|use_of_disguise,Location or victim was targeted previously. suspect conducted prior surveillance of the target. suspect used a disguise to conceal identity.,3,1
FIR-02579,burglary,industrial_area,KL,midnight,improvised_tool,window_break,household,46-60,0,0,1,0,evidence_concealment|lone_wolf,Suspect attempted to conceal evidence. single offender acted alone.,5,1
FIR-02580,vandalism,industrial_area,RJ,night,improvised_tool,none,digital_asset,46-60,1,0,0,0,multiple_offenders|psychological_manipulation|repeat_target,Multiple offenders participated. victim was manipulated psychologically. location or victim was targeted previously.,4,0
FIR-02581,cybercrime,bank_premises,KL,evening,none,cyber_access,vehicle,26-35,1,1,0,1,escape_vehicle_used|insider_help|lone_wolf|evidence_concealment|accomplice_involved,Suspect escaped using a vehicle. insider assistance may have been involved. single offender acted alone. suspect attempted to conceal evidence. at least one accomplice was involved in the act.,6,1
FIR-02582,fraud,public_transport,BR,morning,none,social_engineering,commercial_establishment,18-25,0,1,1,1,lone_wolf|local_knowledge|planned_operation,Single offender acted alone. suspect demonstrated knowledge of the local area. evidence of pre-planned operation.,7,0
FIR-02583,assault,residential_area,BR,night,chemical,window_break,individual,18-25,0,0,1,0,repeat_target|psychological_manipulation,Location or victim was targeted previously. victim was manipulated psychologically.,6,1
FIR-02584,kidnapping,industrial_area,KA,evening,chemical,none,individual,18-25,0,0,1,0,insider_help|night_operation|opportunistic|planned_operation,Insider assistance may have been involved. crime was executed during nighttime hours. crime appears to be opportunistic in nature. evidence of pre-planned operation.,8,0
FIR-02585,fraud,bank_premises,DL,midnight,none,social_engineering,multiple,juvenile,1,1,1,1,local_knowledge|accomplice_involved|evidence_concealment|physical_restraint|lone_wolf,Suspect demonstrated knowledge of the local area. at least one accomplice was involved in the act. suspect attempted to conceal evidence. victim was physically restrained. single offender acted alone.,8,0
FIR-02586,burglary,commercial_zone,RJ,midnight,vehicle,lock_picking,infrastructure,60+,0,0,0,0,use_of_disguise|opportunistic|night_operation,Suspect used a disguise to conceal identity. crime appears to be opportunistic in nature. crime was executed during nighttime hours.,5,0
FIR-02587,fraud,residential_area,BR,afternoon,none,social_engineering,vehicle,26-35,1,4,0,1,night_operation|multiple_offenders|local_knowledge,Crime was executed during nighttime hours. multiple offenders participated. suspect demonstrated knowledge of the local area.,6,1
FIR-02588,burglary,residential_area,RJ,midnight,blunt_object,forced_entry,household,60+,1,0,0,0,repeat_target|insider_help|psychological_manipulation|planned_operation,Location or victim was targeted previously. insider assistance may have been involved. victim was manipulated psychologically. evidence of pre-planned operation.,7,1
FIR-02589,kidnapping,commercial_zone,TN,morning,firearm,cyber_access,individual,26-35,1,1,0,0,lone_wolf|opportunistic,Single offender acted alone. crime appears to be opportunistic in nature.,10,1
FIR-02590,cybercrime,educational_institution,RJ,morning,none,cyber_access,financial_institution,60+,0,0,1,1,planned_operation|use_of_technology|escape_vehicle_used|night_operation,Evidence of pre-planned operation. digital tools or devices were used. suspect escaped using a vehicle. crime was executed during nighttime hours.,6,0
FIR-02591,murder,marketplace,TN,evening,knife,forced_entry,individual,26-35,0,1,0,0,evidence_concealment|lone_wolf|opportunistic|use_of_disguise,Suspect attempted to conceal evidence. single offender acted alone. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,10,0
FIR-02592,cybercrime,educational_institution,KL,evening,none,cyber_access,individual,juvenile,0,4,1,1,repeat_target|accomplice_involved|prior_surveillance|multiple_offenders,Location or victim was targeted previously. at least one accomplice was involved in the act. suspect conducted prior surveillance of the target. multiple offenders participated.,6,1
FIR-02593,robbery,rural_area,KL,midnight,vehicle,social_engineering,individual,36-45,0,0,1,0,local_knowledge|lone_wolf|use_of_disguise|escape_vehicle_used|planned_operation,Suspect demonstrated knowledge of the local area. single offender acted alone. suspect used a disguise to conceal identity. suspect escaped using a vehicle. evidence of pre-planned operation.,7,0
FIR-02594,vehicle_theft,public_transport,GJ,midnight,blunt_object,forced_entry,vehicle,46-60,0,0,0,0,escape_vehicle_used|planned_operation|evidence_concealment,Suspect escaped using a vehicle. evidence of pre-planned operation. suspect attempted to conceal evidence.,4,1
FIR-02595,assault,commercial_zone,WB,morning,firearm,none,individual,juvenile,1,1,0,0,insider_help|psychological_manipulation|night_operation|opportunistic|use_of_technology,Insider assistance may have been involved. victim was manipulated psychologically. crime was executed during nighttime hours. crime appears to be opportunistic in nature. digital tools or devices were used.,5,1
FIR-02596,robbery,commercial_zone,BR,midnight,blunt_object,social_engineering,financial_institution,36-45,1,0,0,0,planned_operation|opportunistic|escape_vehicle_used|psychological_manipulation,Evidence of pre-planned operation. crime appears to be opportunistic in nature. suspect escaped using a vehicle. victim was manipulated psychologically.,9,1
FIR-02597,fraud,public_transport,RJ,afternoon,none,social_engineering,public_space,46-60,0,0,0,1,planned_operation|multiple_offenders|accomplice_involved,Evidence of pre-planned operation. multiple offenders participated. at least one accomplice was involved in the act.,6,0
FIR-02598,drug_offense,marketplace,DL,early_morning,none,none,public_space,26-35,1,1,0,0,lone_wolf|local_knowledge|use_of_disguise|prior_surveillance|escape_vehicle_used,Single offender acted alone. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. suspect conducted prior surveillance of the target. suspect escaped using a vehicle.,6,1
FIR-02599,kidnapping,bank_premises,AP,evening,none,none,individual,26-35,0,0,0,0,use_of_disguise|planned_operation|repeat_target|physical_restraint,Suspect used a disguise to conceal identity. evidence of pre-planned operation. location or victim was targeted previously. victim was physically restrained.,8,1
FIR-02600,fraud,highway,KL,afternoon,none,social_engineering,individual,60+,0,0,0,1,insider_help|local_knowledge,Insider assistance may have been involved. suspect demonstrated knowledge of the local area.,6,0
FIR-02601,fraud,highway,TN,night,none,social_engineering,commercial_establishment,juvenile,0,1,0,1,lone_wolf|escape_vehicle_used,Single offender acted alone. suspect escaped using a vehicle.,8,0
FIR-02602,cybercrime,educational_institution,PB,evening,none,cyber_access,financial_institution,26-35,0,1,0,1,evidence_concealment|insider_help|repeat_target|accomplice_involved|psychological_manipulation,Suspect attempted to conceal evidence. insider assistance may have been involved. location or victim was targeted previously. at least one accomplice was involved in the act. victim was manipulated psychologically.,5,0
FIR-02603,drug_offense,highway,MH,midnight,none,none,financial_institution,18-25,1,1,0,0,lone_wolf|escape_vehicle_used|use_of_technology|planned_operation,Single offender acted alone. suspect escaped using a vehicle. digital tools or devices were used. evidence of pre-planned operation.,4,1
FIR-02604,assault,rural_area,MP,afternoon,blunt_object,none,multiple,juvenile,0,3,1,0,multiple_offenders|accomplice_involved|prior_surveillance,Multiple offenders participated. at least one accomplice was involved in the act. suspect conducted prior surveillance of the target.,7,0
FIR-02605,fraud,educational_institution,UP,midnight,chemical,impersonation,individual,juvenile,0,1,0,1,use_of_technology|night_operation,Digital tools or devices were used. crime was executed during nighttime hours.,8,0
FIR-02606,fraud,residential_area,WB,afternoon,none,social_engineering,individual,46-60,1,0,1,1,night_operation|physical_restraint|evidence_concealment,Crime was executed during nighttime hours. victim was physically restrained. suspect attempted to conceal evidence.,8,0
FIR-02607,robbery,marketplace,UP,evening,knife,none,infrastructure,46-60,1,2,1,0,prior_surveillance|accomplice_involved|multiple_offenders|use_of_technology,Suspect conducted prior surveillance of the target. at least one accomplice was involved in the act. multiple offenders participated. digital tools or devices were used.,8,0
FIR-02608,kidnapping,highway,KA,early_morning,vehicle,social_engineering,commercial_establishment,18-25,0,0,0,0,psychological_manipulation|use_of_disguise,Victim was manipulated psychologically. suspect used a disguise to conceal identity.,10,0
FIR-02609,drug_offense,public_transport,TN,midnight,firearm,tunneling,public_space,juvenile,1,3,1,0,physical_restraint|evidence_concealment|night_operation|accomplice_involved|multiple_offenders,Victim was physically restrained. suspect attempted to conceal evidence. crime was executed during nighttime hours. at least one accomplice was involved in the act. multiple offenders participated.,6,1
FIR-02610,assault,commercial_zone,BR,afternoon,rope,none,individual,46-60,1,0,1,0,multiple_offenders|psychological_manipulation|local_knowledge|opportunistic|accomplice_involved,Multiple offenders participated. victim was manipulated psychologically. suspect demonstrated knowledge of the local area. crime appears to be opportunistic in nature. at least one accomplice was involved in the act.,7,1
FIR-02611,assault,educational_institution,TN,night,none,none,individual,juvenile,0,1,1,0,planned_operation|night_operation,Evidence of pre-planned operation. crime was executed during nighttime hours.,5,1
FIR-02612,vandalism,educational_institution,KA,midnight,improvised_tool,none,public_space,60+,0,0,0,0,evidence_concealment|night_operation,Suspect attempted to conceal evidence. crime was executed during nighttime hours.,4,0
FIR-02613,assault,residential_area,HR,afternoon,chemical,none,vehicle,18-25,1,1,0,0,planned_operation|repeat_target,Evidence of pre-planned operation. location or victim was targeted previously.,6,0
FIR-02614,drug_offense,bank_premises,HR,evening,knife,none,individual,36-45,1,0,0,0,evidence_concealment|accomplice_involved|night_operation|repeat_target|lone_wolf,Suspect attempted to conceal evidence. at least one accomplice was involved in the act. crime was executed during nighttime hours. location or victim was targeted previously. single offender acted alone.,6,1
FIR-02615,cybercrime,parking_lot,RJ,early_morning,blunt_object,cyber_access,individual,36-45,0,3,0,1,multiple_offenders|local_knowledge|use_of_disguise|escape_vehicle_used,Multiple offenders participated. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. suspect escaped using a vehicle.,5,0
FIR-02616,vehicle_theft,commercial_zone,PB,morning,improvised_tool,unlocked_door,vehicle,juvenile,0,0,0,0,planned_operation|physical_restraint|insider_help|accomplice_involved,Evidence of pre-planned operation. victim was physically restrained. insider assistance may have been involved. at least one accomplice was involved in the act.,3,0
FIR-02617,burglary,marketplace,TS,midnight,none,window_break,household,18-25,0,1,1,0,accomplice_involved|night_operation|evidence_concealment,At least one accomplice was involved in the act. crime was executed during nighttime hours. suspect attempted to conceal evidence.,6,0
FIR-02618,cybercrime,marketplace,MP,midnight,none,cyber_access,multiple,46-60,0,4,1,1,escape_vehicle_used|multiple_offenders|use_of_technology|psychological_manipulation,Suspect escaped using a vehicle. multiple offenders participated. digital tools or devices were used. victim was manipulated psychologically.,5,0
FIR-02619,murder,highway,TS,evening,firearm,forced_entry,individual,juvenile,0,0,1,0,local_knowledge|physical_restraint,Suspect demonstrated knowledge of the local area. victim was physically restrained.,9,0
FIR-02620,robbery,highway,PB,evening,improvised_tool,none,financial_institution,46-60,1,1,0,0,repeat_target|prior_surveillance|lone_wolf|night_operation,Location or victim was targeted previously. suspect conducted prior surveillance of the target. single offender acted alone. crime was executed during nighttime hours.,8,1
FIR-02621,vehicle_theft,marketplace,GJ,afternoon,improvised_tool,window_break,individual,36-45,0,1,1,0,planned_operation|opportunistic|use_of_disguise,Evidence of pre-planned operation. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,4,0
FIR-02622,kidnapping,bank_premises,HR,evening,chemical,roof_access,individual,26-35,0,1,1,0,evidence_concealment|prior_surveillance|repeat_target,Suspect attempted to conceal evidence. suspect conducted prior surveillance of the target. location or victim was targeted previously.,8,0
FIR-02623,kidnapping,rural_area,TS,evening,knife,cyber_access,individual,26-35,1,1,0,0,use_of_technology|escape_vehicle_used,Digital tools or devices were used. suspect escaped using a vehicle.,8,1
FIR-02624,drug_offense,public_transport,UP,early_morning,none,unlocked_door,vehicle,juvenile,0,0,1,0,accomplice_involved|use_of_technology,At least one accomplice was involved in the act. digital tools or devices were used.,6,0
FIR-02625,burglary,educational_institution,BR,early_morning,blunt_object,window_break,commercial_establishment,18-25,1,1,0,0,insider_help|night_operation|accomplice_involved|lone_wolf|repeat_target,Insider assistance may have been involved. crime was executed during nighttime hours. at least one accomplice was involved in the act. single offender acted alone. location or victim was targeted previously.,5,0
FIR-02626,cybercrime,marketplace,AP,evening,rope,cyber_access,digital_asset,36-45,0,1,0,1,repeat_target|psychological_manipulation|physical_restraint|use_of_disguise,Location or victim was targeted previously. victim was manipulated psychologically. victim was physically restrained. suspect used a disguise to conceal identity.,4,1
FIR-02627,murder,residential_area,BR,night,firearm,lock_picking,vehicle,60+,0,1,1,0,insider_help|accomplice_involved|night_operation|use_of_disguise|repeat_target,Insider assistance may have been involved. at least one accomplice was involved in the act. crime was executed during nighttime hours. suspect used a disguise to conceal identity. location or victim was targeted previously.,10,0
FIR-02628,robbery,commercial_zone,GJ,midnight,firearm,social_engineering,financial_institution,26-35,0,3,0,0,psychological_manipulation|lone_wolf|escape_vehicle_used|use_of_technology|multiple_offenders,Victim was manipulated psychologically. single offender acted alone. suspect escaped using a vehicle. digital tools or devices were used. multiple offenders participated.,9,1
